Hotel,Id,Ciudad,Pais,Usuario,Rating,PosNeg,Fecha,Review
JW Marriott Hotel Lima,rn347763168,,,Miguel Alejandr.. T,5,1,14/02/2016,"San Valentin Una fecha especial en el lugar ideal JW Marriot. Pasar san valentin en este lugae con mi novia fue una de las mejores decisiones que se pudo tomar, no hubo lugar a arrepentimienros en ningun momento. Un gran servicio por parte de Erick Ayala. Muchas gracias "
JW Marriott Hotel Lima,rn346967780,Lima,Peru,John V,5,1,11/02/2016,Tea time espectacular Nos recibieron con un coctel muy bien preparado y presentado. Un aperitivo sin caer en lo fuerte y que te prepara para los alimentos. El buffet algo variado. Sin embargo parecia que lo criollo estaba de la mañana. Por lo demas todo muy bueno. El ambiente es muy agradable y la atencion de primera. Visitado en diciembre del 2014 
JW Marriott Hotel Lima,rn346901572,Lima,Peru,KOD2010,5,1,11/02/2016,"Excelente Todo funciona a la perfeccion en este hotel. Me parece que es la mejor opcion para el sector corporativo y para familias que deseen alojarse en el area de Miraflores. Dependiendo de la habitacion, las vistas son muy buenas. Se trata de la opcion mas centrica, a un paso de Larcomar. "
JW Marriott Hotel Lima,rn346831751,Salamanca,España,ppheras,4,1,11/02/2016,"LUJO, UBICACION Y SERVICIOS DE PRIMER NIVEL Marriott no nos sorprende para mal nunca. Aunque si eres un hombre de negocios, este es el mejor hotel posible, la amabilidad del personal, junto con un WIFI espectacular, enchufes y conexiones en toda la cafeteria y unos cafes e infusiones muy ricos. Hace de tu experiencia de trabajo un lujo. Sin olvidar las vistas al Malecon de Larcomar, los..   "
JW Marriott Hotel Lima,rn346718514,,,Marlene F,5,1,10/02/2016,"Me senti en casa Hace unos dias fui al Sushi-Bar con mi esposo a ver el Super Bowl; la comida estuvo muy deliciosa la atencion de primera, es un buen hotel con un excelente servicio y deliciosos platos muy bien presentados, pudimos disfrutar plenamente de una noche espectacular a pesar que nuestro equipo favorito perdio nos fuimos muy felices porque la pasamos muy bien..   "
JW Marriott Hotel Lima,rn346262710,Lima,Peru,Paula041115,3,0,09/02/2016,"Regular Pedimos una habitacion con cama King y nos dieron una doble, llamamos para que nos cambien pero nos dijeron que no habia disponibilidad y que verian.. Luego de eso no nos llamaron mas ni enviaron un mensaje de disculpas.. El personal del hk muy Atento y un chico del front desk tambien. "
JW Marriott Hotel Lima,rn346119356,Lima,Peru,navyjach,4,1,09/02/2016,"Desayuno espectacular El desayuno buffet que se sirve es muy variado, hay para todos los gustos frutas, embutidos, quesos, jugos, postres, etc. todos ellos de la mejor calidad. La atencion es de primera y el lugar goza de una envidiable vista del malecon de Miraflores, cochera con valet parking y el precio va muy de la mano con el producto. Volveria a..   "
JW Marriott Hotel Lima,rn346115013,Lima,Peru,jpverava,5,1,09/02/2016,"Vista espectacular al oceano Todas las habitaciones remodeladas y con vista hermosa al mar. Paz y tranquilidad dentro de uno de los mejores hoteles de la ciudad. Ubicado en la zona turistica de Miraflores. Cerca de este hay bares, malls, restaurantes y lugares de artesanias. "
JW Marriott Hotel Lima,rn345767392,Estado de Sao Paulo,Brasil,Blas O,4,1,08/02/2016,"Gusto y elegancia en el barrio de Miraflores Elegimos un cuarto ejecutivo superior y no nos desengaño. Buen servicio y amabilidad. Excelentes vistas al oceano desde la habitacion. El desayuno del piso ejecutivo muy completo. Unico pero es que despues de llegar a las 11, 00, solo hicimos el checking a las 15, 00 y tras presionar.. "
JW Marriott Hotel Lima,rn345683466,,,Franciscofredo,5,1,07/02/2016,"una experiencia fascinante Ha sido una experiencia inolvidable, la atencion ha sido de primera, mi esposa y yo fuimos a celebrar nuestro matrimonio y desde un inicio el detalle y la decoracion con los cisnes y los corazones de rosas en la habitacion nos encanto y sorprendio, la atencion fue optima, la habitacion muy comoda ordenada y acogedora con una vista desde el..   "
JW Marriott Hotel Lima,rn345271093,,,Carlos C,5,1,05/02/2016,"Excelente Boda La semana pasada fui participe de la boda de mi hermano en el Salon Bolognesi, tuvimos una experiencia inolvidable de principio a fin, desde el recibimiento por parte del personal hasta la finalizacion de la boda. Quiero agradecer infinitamente a Erick Ayala quien ayudo a mi mama y estuvo en todo momento pendiente de los detalles durante la ceremonia, el..   "
JW Marriott Hotel Lima,rn345086810,,,Jaime O,5,1,04/02/2016,"Excelente hoyel La atencion sobresale en el hotelEn general muy amables y estar prestos a servir en todo momentoEs de resaltar a Erick Ayala en el bar del primer piso JW sushi longeY el grupo musical bastante buenoLas habitaciones muy buenas y con una vista sobre el Pacifico inigualable, ideales para ver el atardecerEl gym muy completo..   "
JW Marriott Hotel Lima,rn344599697,Lima,Peru,greeneyes2016,5,1,02/02/2016,"En lugar privilegiado Este lindo hotel continua el concepto de la cadena Marriot, Se encuentra ubicado en Miraflores, en un lugar privilegiado, en pleno malecon y muy cerca al Centro Comercial Larcomar. Las instalaciones son comodisimas, el hotel es bello, la hospitalidad del personal es A-1 y la comida deliciosa. Cuenta con todas las comodidades que uno quiere. "
JW Marriott Hotel Lima,rn343762171,,,MaritaA694,5,1,30/01/2016,"Muy excelente Buen lugar muy acogedor! Lo mejor que haya podido existir, tiene ambientes calidos una piscina espectacular, las camas confortables y lo mejor de todo es la vista de la ciudad de Lima. Espero poder volver otro dia, y quedarme por mas tiempo con mi familia y mis amigos. Recomendado al 100%, si tienen un buen presupuesto vayan al hotel:) "
JW Marriott Hotel Lima,rn343629880,Lima,Peru,Janosanroman,5,1,29/01/2016,"Excelente Pase ahi mi noche de bodas y fue realmente bueno. El servicio en general es muy bueno y personalizado. La habitacion super comoda y la vista es increible (sobretodo en verano que el cielo esta despejado). La comida es muy buena (un poco cara), el desayuno bufet fue maravilloso y el almuerzo a la carta estuvo muy rico. En general..   "
JW Marriott Hotel Lima,rn343410263,Lima,Peru,LILIANA D,5,1,28/01/2016,"ORGANIZACION DE EVENTOS, ALMUERZOS Y REUNIONES DIRECTORIOS Excelente servicio el que me han brindado hasta el dia de hoy, en la organizacion y en todo lo que conlleva el mismo. Agradecer a Wilfredo de multimedia, Alessandra, Evelyn, Lorena, Rudy Mendiola, Carlos Cordova, a todos ellos muchas gracias por su excelente atencion y disponibilidad para cualquier eventualidad que se suscite con los invitados. Muy agradecida "
JW Marriott Hotel Lima,rn342830803,,Guatemala,Pascallatino,5,1,26/01/2016,"La modernidad en una tierra peruana milenaria JW Marriott esta frente al mar en Miraflores, Lima. El confort de un hotel internacional, llama uno en enlazarse con el Peru, esta tierra tan cargada de historia. Miraflores, el districo de los negocios en Lima que crece tanto, invita en buscar las traices de la historia del peru: tanto en la ciudad con la Huaca Puclana como en pocas..   "
JW Marriott Hotel Lima,rn342305245,,,Carlos F,4,1,24/01/2016,"Recepcion de matrimonio Desde el ingreso al hotel brindan informacion oportuna, se puede distinguir la limpieza, orden y organizacion en todo momento. El servicio brindado por personal fue de muy buena calidad. En general buena atencion. "
JW Marriott Hotel Lima,rn341562065,,,larissaswisher,5,1,20/01/2016,"buenazoo el marriot es el hotel mas calificado y hermoso del lugar y centro, al frente del larcomar, tiene muy buen gimnasio, un restaurante increible, los suites son exactos a lo que pides y la atencion muy very very eerll "
JW Marriott Hotel Lima,rn339952149,Bogota,Colombia,PepeLuque,5,1,14/01/2016,"Excelente Excelente hotel ubicado en Miraflores, una zona donde se pueden encontrar muy buenos restaurantes desde lo mas elegante hasta platos mas sencillos. Que frente a un acantilado con maravillosa vista hacia el Pacifico. Las habitaciones ideales son las que dan hacie el frente, donde esta el mar. Cruzando la calle e incrustado en el acantilado se encuentra Larcomar, un centro..   "
JW Marriott Hotel Lima,rn338173041,Lima,Peru,AlejandroCayo,5,1,07/01/2016,"Excelente. Buena calidad en el Servicio, personal amable, bien ubicado frente a zona comercial, que es un mall llamado Larcomar, La comida es de primera, tiene gimnasio y zona de Spa, Casino y estacionamiento privado. "
JW Marriott Hotel Lima,rn337737737,Lima,Peru,Ricky RM M,5,1,05/01/2016,"excelente Tuve la oportunidad de hospedarme por espacio de 5 dias 4 noches en el Marriot de Miraflores y el servicio es expectacular, el gimnasio es muy completo y los restauranes tienen variedades de comidas, excelente el servicio. "
JW Marriott Hotel Lima,rn337269512,Lima,Peru,edufonda,5,1,04/01/2016,"Excelente Fin de Año 2015 Muy buena atencion, para 03 dias 02 noches por fin de año, con la familia, realmente vale la pena la inversion, para cambiar de aires y sentirse consentido, desayuno buffert, piscina, sauna, gimnasio, y sobretodo excelente vista.. PISO 14 "
JW Marriott Hotel Lima,rn336806462,Lima,Peru,Aldo David S,5,1,02/01/2016,"Cena de Aniversario llena de detalles! Buenas noches, menciona que no solo la comida estuvo deliciosa y con calida presentacion, ademas que los tragos estuvieron contundentes y mas que razonables. El gran detalle fue que por nuestro noveno aniversario nos obsequiaron un personalizado postre y un refrescante espumante. Menciono que la atencion de Eric, en el restaurante La Vista fue excepcional. "
JW Marriott Hotel Lima,rn336530170,Mississauga,Canada,LoveChichi,2,0,01/01/2016,Los telefonos siempre estan muy ocupados muy dificil la comunicacion con el hotel tanto desde Canada como desde Limayo recuerdo que cuando se ignaguro era un buen hotel y pase fines de semanas alli con mi familiano podria recomendarlo ahora 
JW Marriott Hotel Lima,rn335678851,Monterrey,Mexico,cordeliamr,5,1,29/12/2015,"Excelente opcion! Me encanto el hotel! Muy elegante, limpio y en excelente ubicacion en Miraflores. La comida esta espectacular. El servicio del personal es impecable, te ayudan en todo momento. Quisiera felicitar personalmente a Eva, que nos atendio en varias ocasiones a mi y a mi familia, excelente actitud de servicio y muy buena persona! Ojala todos los hoteles tuvieran personas como..   "
JW Marriott Hotel Lima,rn335565522,,,Belen R,4,1,28/12/2015,Ubicacion privilegiada Buena la habitacion. Estupenda vista. Excelente desayuno buffet. Ubicacion frente a Larcomar resulta muy comoda y conveniente. Hay tiendas y restaurantes para ir caminando. Personal muy atento. Ni la piscina ni el SPA son muy buenos. 
JW Marriott Hotel Lima,rn335522188,Lima,Peru,m_abanto,5,1,28/12/2015,"atencion vip esta ubicado muy centricamente en lo mejor de miraflores frente al mar del pacifico, sus ambientes comodos y agradadables, personal amable y su cosina es nacional e internacional buenos cheffs, limpieza muy pulcra y el internet super rapido. "
JW Marriott Hotel Lima,rn335175063,,,Rrhh1,5,1,27/12/2015,Vista muy buena Hotel con vista increible al pacifico! Servicio de lujoDesayuno fantastico. Personal muy simpatico y muy amableSiempre fui por negocio y nunca me arrepentiVoy una vez cada 2 mesesY sinceramente es el mejor hotel de limaLo recomando sin ningun problema 
JW Marriott Hotel Lima,rn334269660,,,Daniel L,5,1,21/12/2015,"excelente ubicacion esta perfectamente ubicado frente al mar y a un shopping. El hotel es excelente, lo mismo que la atencion. La comida en el hotel es un poco cara, pero muy rica. Tiene muchas opciones cerca y la av Larco a la vuelta. "
JW Marriott Hotel Lima,rn334245556,Lima,Peru,destinosyturismo,5,1,21/12/2015,"Salon de Evento Castilla - 18/12/15 La opinion fue general, hice un pequeño sondeo entre los asistentes y de todo lo que resaltaron es la atencion del equipo de mozos liderados por el Sr. Ken LlontopGracias por darle ese nivel a nuestro evento "
JW Marriott Hotel Lima,rn334132439,Lima,Peru,Gabriela M,4,1,20/12/2015,"Lindo! Uno puede ver a las personas que van a practicar parapente en el malecon de Miraflores, en todo momento y desde un angulo unico. Es bonito y amplio para eventos grandes. Esta cerca a muchos lugares turisticos. "
JW Marriott Hotel Lima,rn333848421,,,Scarlett O,5,1,19/12/2015,"Excelente Hotel ubicado frente a Larcomar, con una vista de la costa maravillosa. Desayuno variado, buenas instalaciones y excelente atencion! La habitacion es un poco mas pequeña en comparacion a Casa Andina ubicado a unos 10 minutos en taxi, pero lo compensa la vista y el sauna. Vale la pena pagar un poco mas y disfrutar por unas merecidas vacaciones! "
JW Marriott Hotel Lima,rn333771334,Lima,Peru,NORESTEC,5,1,18/12/2015,"Su mayor capital y excelente servicio: SU PERSONAL Mi novio viene al Hotel Marriott por trabajo y raul ent sus instalaciones son muy bonitas, su decoracion y sus infraestructura de la buena ubicacion frente al mar lo hace unico. Pero su mayor potencial y capital ES EL EXCELENTE PERSONAL QUE TIENE DESDE QUE ENTRAS HASTA QUE SALES. No necesitas ser un huesped del hotel para sentirte como tal...   "
JW Marriott Hotel Lima,rn333433778,Lima,Peru,Kevindelcuadro,5,1,16/12/2015,"Vista increible de la costa limeña Nada mejor que escaparse un dia y alojarse aqui, tenes una vista increible hacia la costa peruana, muy centrico a Miraflores y a una centro comercial increible sobre el acantilado, las piletas muy hermosas! "
JW Marriott Hotel Lima,rn332739937,Lima,Peru,Bruno B,5,1,14/12/2015,"Que lindo lugar La semana pasada, vinieron unos amigos de Panama y me invitaron a su habitacion. De verdad que hermoso hotel. Muy lujoso y que buena atencion brindan. Realmente vale la pena pagar el dinero. El local tiene todo el ambiente moderno y de verdad es super bonito. "
JW Marriott Hotel Lima,rn332637334,Lima,Peru,Rocio del Pilar.. V,4,1,14/12/2015,"Excelente calidad en la atencion Llegue el fin de semana para escapar de la rutina del dia a dia, nuestra primera impresion no fue la mejor verdaderamente, ya que tuvimos unos inconvenientes con la habitacion que hasta incluso nos hicieron cuestionarnos el quedarnos o irnos a otro sitio... Pero rapidamente el personal del hotel supo como darle vuelta al problema causado y nos ofrecieron detalles..   "
